id,timestamp,url,tweet,replies,retweets,quotes,likes
2.25E+17,17-07-12 1:46,https://twitter.com/JoeBiden/status/225043649954713600,"President Obama in Ohio: “When the auto industry was on the brink of collapse and Gov. Romney said, ‘Let Detroit go bankrupt,' I said no.”",27,103,0,15
2.25E+17,17-07-12 15:38,https://twitter.com/JoeBiden/status/225253117854359553,"VP Biden is visiting Columbus, Ohio on Thursday—check out these awesome pics from his May visit to the Buckeye State: http://t.co/8ZMk9YL7",6,22,0,7
2.25E+17,17-07-12 20:46,https://twitter.com/JoeBiden/status/225330763804053504,"The President’s having a birthday party in Chicago next month, and you’re invited: http://t.co/3whXojF1",14,20,0,14
2.26E+17,18-07-12 18:45,https://twitter.com/JoeBiden/status/225662516326432770,RT if you agree Mitt Romney should do the right thing and release more than one year of tax returns: http://t.co/469aQKFt,100,1292,0,60
2.26E+17,18-07-12 22:57,https://twitter.com/JoeBiden/status/225726112607645697,"President Obama bet on Ohio workers, and now manufacturing’s making a comeback—get the facts in this new report: http://t.co/JKZotQw4",0,114,0,13
2.26E+17,19-07-12 20:16,https://twitter.com/JoeBiden/status/226047967382097920,"The VP fires up the crowd in Columbus, Ohio: http://t.co/1rthmqjl",21,35,0,10
2.27E+17,23-07-12 16:24,https://twitter.com/JoeBiden/status/227439137962205184,Every opportunity: http://t.co/Rva1oaAP,12,99,0,30
2.27E+17,23-07-12 19:31,https://twitter.com/JoeBiden/status/227486182324445184,"Register a voter, tell a story to inspire one person, volunteer one hour of your time—find out more about It Takes One: http://t.co/HcCCk5YQ",6,55,0,13
2.28E+17,23-07-12 21:29,https://twitter.com/JoeBiden/status/227515913916788736,"Engineers, babies, and plenty of smiles greeted the VP in Columbus, Ohio last week: http://t.co/Xv7s9yHO",3,10,0,5
2.28E+17,23-07-12 23:36,https://twitter.com/JoeBiden/status/227547709643554816,A favorite Joe photo: http://t.co/60oy5qIs,21,130,0,129
2.28E+17,24-07-12 15:34,https://twitter.com/JoeBiden/status/227788956010434560,The Vice President’s commitment to first responders: http://t.co/4dSfASUX,7,24,0,9
2.28E+17,24-07-12 16:58,https://twitter.com/JoeBiden/status/227810105356341248,Take it from VP Biden—you’ll have fun at President Obama’s birthday party: http://t.co/oLMwzx4S,11,15,0,7
2.28E+17,24-07-12 21:10,https://twitter.com/JoeBiden/status/227873389518393344,"Find out why VP Biden reminds Brandon, an @OFA_CA volunteer, of his dad: http://t.co/oV2ITNNg",3,12,0,5
2.28E+17,24-07-12 23:26,https://twitter.com/JoeBiden/status/227907744424935425,"A statement from VP Biden on Mitt Romney’s critiques of the President's foreign policy record today: “Empty rhetoric and bluster.""",15,61,0,10
2.28E+17,24-07-12 23:30,https://twitter.com/JoeBiden/status/227908583810035712,"VP Biden: “President Obama has taken the fight directly to America’s enemies, confronting al-Qaeda head on and taking out Osama bin Laden.”",10,47,0,5
2.28E+17,24-07-12 23:35,https://twitter.com/JoeBiden/status/227909871759155200,“He has done more for Israel’s security than any President since Harry Truman.”—VP Biden on President Obama,19,64,1,6
2.28E+17,24-07-12 23:40,https://twitter.com/JoeBiden/status/227911284325232640,"“Because of President Obama’s leadership, Osama bin Laden is dead and General Motors is alive.”—Vice President Biden",22,109,1,25
2.28E+17,24-07-12 23:47,https://twitter.com/JoeBiden/status/227912907520884738,VP Biden on Mitt Romney: “He reflexively criticizes the President’s policies without offering any alternatives.”,23,100,0,10
2.28E+17,24-07-12 23:54,https://twitter.com/JoeBiden/status/227914771159212032,"VP: “President Obama has stood up repeatedly, publicly &amp; often alone against efforts to delegitimize Israel at the UN and around the world.”",15,50,2,7
2.28E+17,25-07-12 1:18,https://twitter.com/JoeBiden/status/227935925483761664,“It’s a choice between two very different plans for our country.” http://t.co/SsxMthRX,16,46,0,7
2.28E+17,25-07-12 16:35,https://twitter.com/JoeBiden/status/228166528019861504,President Obama and Vice President Biden are proud to accept today’s endorsement of the National Association of Police Organizations.,76,714,4,108
2.28E+17,25-07-12 16:53,https://twitter.com/JoeBiden/status/228171052054880256,Watch live: The Vice President speaks at the International Association of Fire Fighters Convention in Philadelphia. http://t.co/XYzb5zb6,13,41,0,5
2.28E+17,26-07-12 1:54,https://twitter.com/JoeBiden/status/228307232838799360,The President and I are honored to accept the endorsement of the National Association of Police Organizations. –Joe,18,172,4,53
2.28E+17,26-07-12 2:14,https://twitter.com/JoeBiden/status/228312300761780224,Barack and I will continue to do everything we can to keep police officers across the country on the beat. –Joe,85,319,76,221
2.29E+17,26-07-12 21:29,https://twitter.com/JoeBiden/status/228602970676285440,“You live in the neighborhoods you protect. You are the community.”—VP Biden speaking to firefighters at the IAFF convention yesterday,3,18,0,5
2.29E+17,26-07-12 21:41,https://twitter.com/JoeBiden/status/228605886837428225,"VP: “The middle class is about being able to own your home and not just rent it, or being able to send your kid to a park you know is safe.”",14,52,0,7
2.29E+17,26-07-12 21:50,https://twitter.com/JoeBiden/status/228608150033539072,"VP to firefighters: “I think you represent the heart, the soul, the very sinew of the cities, the towns, the counties that you protect.”",8,32,0,6
2.29E+17,26-07-12 23:15,https://twitter.com/JoeBiden/status/228629584873127937,"From 18 tax cuts to more access to loans, find out how President Obama is giving small businesses a leg up: http://t.co/4DtjRmNL",8,42,0,9
2.29E+17,27-07-12 0:56,https://twitter.com/JoeBiden/status/228655154608611329,"VP Biden’s son, @BeauBiden, on the promises President Obama has made—and kept—to our veterans: http://t.co/dRy0l4N0",12,56,0,12
2.29E+17,27-07-12 15:16,https://twitter.com/JoeBiden/status/228871507793825793,".@BarackObama: ""I believe in fighting for the middle class, because if they're prospering all of us will prosper."" http://t.co/mEBNPaFu",16,55,0,7
2.29E+17,27-07-12 21:32,https://twitter.com/JoeBiden/status/228966227236765698,"It’s the biggest #Obama2012 weekend of action yet, and it kicks off tomorrow. Find an event near you: http://t.co/uYv5rvgF",7,37,0,5
2.29E+17,28-07-12 16:47,https://twitter.com/JoeBiden/status/229256671564804096,This one makes us smile: http://t.co/LHO9sw9V,16,84,0,37
2.30E+17,30-07-12 18:19,https://twitter.com/JoeBiden/status/230004611791060992,"Dr. Jill Biden to the American Federation of Teachers in Detroit yesterday: “Being a teacher is not what I do, it’s who I am.”",13,64,0,16
2.30E+17,30-07-12 18:25,https://twitter.com/JoeBiden/status/230006262870470656,"VP Biden to educators at the AFT convention yesterday: “You’re out there to teach because somebody, some teacher, lit a spark in you.”",9,21,0,5
2.30E+17,30-07-12 18:36,https://twitter.com/JoeBiden/status/230008905709793280,VP Biden on the GOP and Mitt Romney: “It looks as though they decided that public education is not worth the investment anymore.”,14,44,0,10
2.30E+17,30-07-12 18:47,https://twitter.com/JoeBiden/status/230011694229905408,"“The defining feature here is that to me, to Jill, to Barack, to Michelle, the middle class is not a number.”—VP Biden to @AFTUnion",12,61,0,12
2.30E+17,30-07-12 19:12,https://twitter.com/JoeBiden/status/230018069525827586,Stand up for the progress President Obama has made for teachers and students—join Educators for Obama today: http://t.co/TidHDFvc,10,55,0,13
2.30E+17,30-07-12 22:18,https://twitter.com/JoeBiden/status/230064920769744896,"I just made a stop at Chicago HQ today, which confirmed to me why we’re going to win. This is an amazing operation. –Joe",31,127,0,30
2.30E+17,30-07-12 23:48,https://twitter.com/JoeBiden/status/230087521382576128,Some straight talk from Joe this morning: http://t.co/GsK7MK8Y,7,15,0,4
2.30E+17,30-07-12 23:55,https://twitter.com/JoeBiden/status/230089379228565504,"Help close the fundraising gap and donate to President Obama now, while there’s still time to make a difference: http://t.co/8XNR8dXD",13,45,0,7
2.30E+17,31-07-12 1:13,https://twitter.com/JoeBiden/status/230108872340275200,Check out what it’s like to be a part of the #Obama2012 campaign—then sign up to get involved: http://t.co/wnCaNFG0,3,38,0,9
2.30E+17,31-07-12 20:14,https://twitter.com/JoeBiden/status/230395950701608961,"Charming the locals in Manchester, Iowa: http://t.co/8A6ocJ3H",7,26,0,16
2.30E+17,31-07-12 21:05,https://twitter.com/JoeBiden/status/230408850996613120,Today is this campaign’s biggest fundraising deadline yet. Donate $5 before midnight: http://t.co/8u55liK8,11,19,0,2
2.30E+17,31-07-12 22:10,https://twitter.com/JoeBiden/status/230425161386565632,Wondering how to get involved with #Obama2012? There’s an app for that: http://t.co/0ROZ4fUq,11,35,0,7
2.30E+17,01-08-12 0:19,https://twitter.com/JoeBiden/status/230457801061826560,"“Women everywhere are counting on us, and they can't wait any longer.”—VP Biden: http://t.co/6bZd3W73",18,80,0,12
2.31E+17,02-08-12 23:18,https://twitter.com/JoeBiden/status/231167161287196672,"Attention, Iowans—in just 56 days, you can cast your vote for President Obama. Commit to vote now (cc @OFA_IA): http://t.co/VggEXv9Z",14,32,0,5
2.31E+17,03-08-12 0:16,https://twitter.com/JoeBiden/status/231181698522550273,Mitt Romney’s tax plan would raise taxes on the average middle-class family—find out how it would affect yours: http://t.co/g66GTbmN,12,60,0,7
2.31E+17,03-08-12 1:28,https://twitter.com/JoeBiden/status/231199756708356096,A photo that makes us smile: Dr. Jill Biden welcomes a young visitor to the Naval Observatory. http://t.co/M0jjE0MP,11,32,0,19
2.31E+17,03-08-12 20:34,https://twitter.com/JoeBiden/status/231488316648861696,RT this if you agree with VP Biden that Congress needs to reauthorize the Violence Against Women Act: http://t.co/npy4Jtug,18,294,0,20
2.32E+17,04-08-12 2:24,https://twitter.com/JoeBiden/status/231576298630291457,President @BarackObama turns 51 tomorrow—join the First Lady and sign his birthday card: http://t.co/U1VQRjdu,11,56,0,19
2.32E+17,04-08-12 16:23,https://twitter.com/JoeBiden/status/231787449175666688,See how middle-class families in your state would fare under Mitt Romney’s tax plan: http://t.co/76IK2IKl,10,55,0,8
2.32E+17,04-08-12 20:18,https://twitter.com/JoeBiden/status/231846626451410944,Happy birthday to a great President and a wonderful friend. –Joe,33,279,0,65
2.32E+17,04-08-12 21:57,https://twitter.com/JoeBiden/status/231871606157357056,"""We're going to keep our commitment to American veterans no matter what happens.”—VP Biden today: http://t.co/ITeIPO99",23,68,0,11
2.32E+17,05-08-12 0:04,https://twitter.com/JoeBiden/status/231903371085348864,Ohioans—including servicemembers and vets who served our country—shouldn’t have to endure shameful attempts to restrict their voting rights.,52,302,0,31
2.32E+17,05-08-12 18:16,https://twitter.com/JoeBiden/status/232178335982166016,"Dining local in Independence, Iowa: http://t.co/1vJByEqz",12,34,0,13
2.33E+17,06-08-12 19:56,https://twitter.com/JoeBiden/status/232565782104666112,Get the facts on the President’s fight to protect early voting in Ohio: http://t.co/sFHz0K3C,8,39,0,6
2.33E+17,06-08-12 21:33,https://twitter.com/JoeBiden/status/232590170950598656,What would your family pay in taxes if Mitt Romney were president? Find out: http://t.co/iyivUHqz,24,68,0,11
2.33E+17,06-08-12 23:20,https://twitter.com/JoeBiden/status/232617133727694848,VIDEO: Deputy Campaign Manager @stefcutter explains Mitt Romney’s tax plan. http://t.co/nZB9kK0A,10,32,0,7
2.33E+17,07-08-12 22:49,https://twitter.com/JoeBiden/status/232971730119950338,Introducing the Obama Classic—your chance to join President Obama and a who’s-who of basketball greats: http://t.co/0cirVbNI,10,1,0,9
2.33E+17,08-08-12 19:48,https://twitter.com/JoeBiden/status/233288640992780288,"On this date in 2009, Sonia Sotomayor was sworn in as the Supreme Court’s 111th justice: http://t.co/gPKSurNJ",16,55,0,18
2.34E+17,09-08-12 23:20,https://twitter.com/JoeBiden/status/233704270237683713,RT if you’re on the left: http://t.co/vadCsddR,220,4504,488,3881
2.34E+17,10-08-12 1:13,https://twitter.com/JoeBiden/status/233732664581046272,VIDEO: See how Mitt Romney’s pledge to “get rid of” Planned Parenthood would impact women’s health care. http://t.co/mXSu2idl,37,105,0,16
2.34E+17,11-08-12 19:53,https://twitter.com/JoeBiden/status/234377090252812288,"VP Biden called Paul Ryan this morning to wish him well, saying he's looking forward to engaging him on the choice voters face in November.",50,152,0,31
2.34E+17,12-08-12 1:33,https://twitter.com/JoeBiden/status/234462474190082048,Get the facts about Romney-Ryan and RT to spread the word: http://t.co/srR2ondM,39,190,0,22
2.35E+17,12-08-12 16:46,https://twitter.com/JoeBiden/status/234692420695126016,"Now that we know who's on both teams, stand with Obama-Biden: http://t.co/Iss4b1Or",52,99,0,19
2.35E+17,12-08-12 19:15,https://twitter.com/JoeBiden/status/234729791306207232,Worth a read—writer George Saunders on why the President’s support for the Violence Against Women Act earned his vote: http://t.co/q5nub0es,12,69,0,16
2.35E+17,12-08-12 22:02,https://twitter.com/JoeBiden/status/234771783847407619,The Vice President is visiting North Carolina and Virginia this week. Follow @OFA_NC and @OFA_VA for the latest.,18,44,0,10
2.35E+17,13-08-12 20:05,https://twitter.com/JoeBiden/status/235104905117958146,We're launching Catholics for Obama today—join us here: http://t.co/Vu6uscL3 http://t.co/ka3FsJuc,204,529,0,147
2.35E+17,13-08-12 21:24,https://twitter.com/JoeBiden/status/235124711015739392,"VP Biden visited the Basilica of Our Lady of Guadalupe, the most holy Roman Catholic site in Mexico, this March: http://t.co/yNkHrR16",19,30,0,5
2.35E+17,14-08-12 0:32,https://twitter.com/JoeBiden/status/235172097519939585,"Supporters were fired up for Joe in Durham, NC today: http://t.co/1VjMCzsL",19,34,0,8
2.35E+17,14-08-12 0:53,https://twitter.com/JoeBiden/status/235177309555011584,"VP Biden in Durham, NC on the contrast between President Obama and Romney-Ryan: “It comes down to a fundamentally different set of values.”",32,64,0,16
2.35E+17,14-08-12 1:03,https://twitter.com/JoeBiden/status/235179847448678400,"VP Biden: “We cut taxes for middle-class people over these four years by $3,600. We provided 18 tax cuts to grow small business.”",27,87,0,10
2.35E+17,14-08-12 1:26,https://twitter.com/JoeBiden/status/235185581540388864,"VP Biden on Paul Ryan: “He proposed privatizing Social Security, a proposal that even the Bush administration rejected as ‘irresponsible.’”",40,203,0,25
2.35E+17,14-08-12 1:42,https://twitter.com/JoeBiden/status/235189691350151168,"“We offer a stark alternative to the Ryan vision and the Romney vision, and it all rests on a growing, prosperous middle class.”—VP Biden",49,144,0,25
2.35E+17,14-08-12 2:13,https://twitter.com/JoeBiden/status/235197334340911105,VP in NC: “We see an America where my granddaughters have every single solitary opportunity my grandson has—every single one.”,30,136,0,27
2.35E+17,14-08-12 2:26,https://twitter.com/JoeBiden/status/235200591725469696,“We see an America where we maintain our sacred obligation of keeping faith with veterans—not cutting their benefits.”—VP Biden,70,162,0,30
2.36E+17,14-08-12 23:34,https://twitter.com/JoeBiden/status/235519831108116481,"VP Biden called a surprise huddle at a high school football practice in Danville, VA yesterday: http://t.co/6R5NPYLt http://t.co/NqL5yGNp",16,50,0,13
2.36E+17,15-08-12 0:22,https://twitter.com/JoeBiden/status/235531979406323712,"Photo of the day: Thanking first responders in Durham, NC. http://t.co/jIRMuygz",21,34,0,11
2.36E+17,15-08-12 1:13,https://twitter.com/JoeBiden/status/235544720569421824,"From firefighters to football players, the VP met some friendly North Carolinians and Virginians yesterday: http://t.co/7wDLLV2c",22,27,0,9
2.36E+17,15-08-12 15:52,https://twitter.com/JoeBiden/status/235766011327025153,VP Biden on the GOP budget: “They refer to it as ‘bold’ and ‘gutsy.’ I don’t get what’s gutsy about giving millionaires another tax break.”,47,314,0,42
2.36E+17,15-08-12 16:15,https://twitter.com/JoeBiden/status/235771643098693634,"VP: “We think the way you rebuild this country is you grow it from the middle class out, the old-fashioned way, not from millionaires down.”",34,121,0,26
2.36E+17,15-08-12 16:30,https://twitter.com/JoeBiden/status/235775375525937152,"“In spite of Gov. Romney’s pleas, we still went out and rescued the automobile industry.  We saved a million jobs.”—VP Biden in Virginia",41,67,0,10
2.36E+17,15-08-12 16:50,https://twitter.com/JoeBiden/status/235780604526993408,VP Biden on Pell Grants: “We expanded by 3 million people the number of kids from working-class families who get a grant to attend college.”,19,75,0,8
2.36E+17,15-08-12 17:10,https://twitter.com/JoeBiden/status/235785585560805377,VP in VA: “We're going to give a tax break to any company who unbolts their factory stuff in Singapore and brings it back to Danville.”,38,71,0,7
2.36E+17,15-08-12 17:30,https://twitter.com/JoeBiden/status/235790688380387328,"“The President and I have a very different vision for America. It rests on a growing, prosperous middle class, a fair tax code.”—VP Biden",62,104,0,19
2.36E+17,16-08-12 15:55,https://twitter.com/JoeBiden/status/236129044142387201,"VP in Blacksburg, VA: “To paraphrase President Clinton, Gov. Romney’s proposals on the economy are George Bush’s proposals on steroids.”",18,51,0,6
2.36E+17,16-08-12 16:13,https://twitter.com/JoeBiden/status/236133643179925504,“We don’t think you grow the economy from millionaires down. We think you grow it from the middle class out.”—VP Biden,39,99,0,15
2.36E+17,16-08-12 16:51,https://twitter.com/JoeBiden/status/236143277294878720,"VP: “We expanded from 6 million to 9 million students, tens of thousands here in Virginia who are going to college on a Pell Grant now.”",22,53,0,7
2.36E+17,16-08-12 18:11,https://twitter.com/JoeBiden/status/236163383500615680,"“We've cut taxes, over the initial resistance of our Republican friends, for middle-class people by $3,600.”—VP Biden",27,63,0,10
2.36E+17,16-08-12 20:14,https://twitter.com/JoeBiden/status/236194148523327489,"VP: “We've strengthened Medicare to extend its life by 8 years, made reforms that have saved seniors hundreds on their prescription drugs.”",29,56,0,6
2.36E+17,16-08-12 21:10,https://twitter.com/JoeBiden/status/236208294224621569,VP Biden: “You don't have to worry about Barack Obama fundamentally flopping and flipping on important issues of the day.”,57,113,0,17
2.36E+17,17-08-12 0:16,https://twitter.com/JoeBiden/status/236255108445396993,Smiles on the road in Virginia: http://t.co/8mOC0pD9,51,68,0,37
2.37E+17,18-08-12 19:10,https://twitter.com/JoeBiden/status/236902917578321920,"Keep your beverages frosty for the last few weeks of summer with the VP’s “Cheers, Champ” can holder: http://t.co/WnAIQxPc",17,43,2,11
2.37E+17,18-08-12 20:01,https://twitter.com/JoeBiden/status/236915733282566144,“A story to tell: Coffee with Joe Biden.” http://t.co/nfmEGcmm,13,22,0,6
2.37E+17,18-08-12 21:31,https://twitter.com/JoeBiden/status/236938391181225985,Virginia for Obama-Biden: http://t.co/iQ5Zd4AG,18,64,0,26
2.37E+17,18-08-12 22:40,https://twitter.com/JoeBiden/status/236955838667968513,Deputy Campaign Manager @stefcutter fact-checks Mitt Romney’s Medicare claims: http://t.co/umRguwLb,24,63,0,14
2.37E+17,19-08-12 15:36,https://twitter.com/JoeBiden/status/237211315511365633,Our solemn obligation: http://t.co/x5ejN90y,20,105,0,29
2.37E+17,19-08-12 21:41,https://twitter.com/JoeBiden/status/237303278122201088,"""We've come too far to turn back now. We've got too much work to do."" http://t.co/n6vhwF3n",36,82,0,15
2.38E+17,20-08-12 17:20,https://twitter.com/JoeBiden/status/237600087658868737,The VP is heading to Minnesota and Michigan tomorrow and Wednesday. Follow @OFA_MN and @OFA_MI for the latest!,8,25,0,3
2.38E+17,20-08-12 19:26,https://twitter.com/JoeBiden/status/237631795359797249,“Best contest ever”: http://t.co/k153ONaJ,10,22,0,5
2.38E+17,20-08-12 20:27,https://twitter.com/JoeBiden/status/237647180683431936,"Go to the Democratic convention, meet the President, and spend time with the First Lady—airfare’s on us: http://t.co/mN9I4u8Y",15,27,0,6
2.38E+17,21-08-12 19:59,https://twitter.com/JoeBiden/status/238002421782175745,MT @adamsmithtimes: Obama campaign confirms Joe Biden in Fla next week during GOP convention,24,19,0,7
2.38E+17,22-08-12 15:01,https://twitter.com/JoeBiden/status/238289882651426816,VIDEO: VP Biden on how President Obama—unlike Mitt Romney—has stood up to China when American jobs are on the line. http://t.co/aBZrWVID,18,37,0,6
2.38E+17,22-08-12 15:46,https://twitter.com/JoeBiden/status/238301073104830464,VP Biden on the Romney-Ryan economic plan: “There’s overwhelming evidence that their policies will not grow the economy.”,24,23,0,6
2.38E+17,22-08-12 16:03,https://twitter.com/JoeBiden/status/238305504420564992,VP in MN: “We know the way to grow the economy is the way we always have—from the middle class out. That’s how we’ve always done it.”,23,46,0,11
2.38E+17,22-08-12 16:15,https://twitter.com/JoeBiden/status/238308454761115648,"“We rescued the automobile industry, saving a million jobs and creating 200,000 brand-new, good-paying jobs.”—VP Biden",29,71,0,10
2.38E+17,22-08-12 16:27,https://twitter.com/JoeBiden/status/238311397832925184,“We expanded the number of children able to attend college—6 million to 9 million just since we've come to office—because of Pell Grants.”,28,83,0,8
2.38E+17,22-08-12 23:47,https://twitter.com/JoeBiden/status/238422294064685056,VP Biden on the Romney-Ryan plan today: “They call it new and gutsy. But I say there’s nothing new about giving a millionaire a tax break.”,20,89,0,18
2.38E+17,22-08-12 23:53,https://twitter.com/JoeBiden/status/238423673583837185,"“There's nothing bold about cutting Medicaid, Medicare, education, and research and development.”—VP on the Romney-Ryan economic plan",27,120,0,13
2.38E+17,23-08-12 0:15,https://twitter.com/JoeBiden/status/238429222316691456,“A job is about a lot more than a paycheck. It’s about your dignity. It is about your place in the community.”—VP Biden in Detroit today,38,152,0,38
2.38E+17,23-08-12 0:37,https://twitter.com/JoeBiden/status/238434652883402752,"VP: “My mom used to say, children tend to become that which you expect of them. We expect a lot of you because you are capable of a lot.”",30,118,0,26
2.38E+17,23-08-12 1:35,https://twitter.com/JoeBiden/status/238449271395987456,Vice President Biden: “I am absolutely certain we will rebuild this country stronger than it was before.”,78,82,0,16
2.39E+17,23-08-12 20:53,https://twitter.com/JoeBiden/status/238740699753881600,Four more years: http://t.co/0KRZ8pTY,64,230,0,117
2.39E+17,23-08-12 23:45,https://twitter.com/JoeBiden/status/238783943573397504,Calculate your savings on college costs thanks to President Obama’s policies: http://t.co/9KSsMR2b,30,64,0,13
2.39E+17,24-08-12 23:43,https://twitter.com/JoeBiden/status/239145976659574785,Olympic champion boxer Claressa Shields gave VP Biden a gold-medal show of support in Detroit this week: http://t.co/0QWT1qpI,14,65,0,27
2.39E+17,25-08-12 15:36,https://twitter.com/JoeBiden/status/239385783839125504,“The Vice President called my phone bank!”  http://t.co/SwTPW34Y,4,20,0,6
2.39E+17,25-08-12 17:21,https://twitter.com/JoeBiden/status/239412251520561152,VP Biden and @EvaLongoria will speak to supporters in Orlando next week about the important choice Latino voters face this fall.,26,73,0,14
2.40E+17,26-08-12 15:41,https://twitter.com/JoeBiden/status/239749370185146368,“There’s no quit in America.”—VP Biden in Minnesota this week: http://t.co/m2c4iTE2,29,69,0,22
2.40E+17,27-08-12 21:02,https://twitter.com/JoeBiden/status/240192551154499585,“This is how we could lose the election.” http://t.co/FFKkUg64,39,27,2,24
2.40E+17,27-08-12 21:13,https://twitter.com/JoeBiden/status/240195340718972928,Help win this election—donate $5 today: http://t.co/0qGlDRTE,17,24,0,5
2.40E+17,27-08-12 22:43,https://twitter.com/JoeBiden/status/240217884960378880,Mitt Romney’s “convention reinvention”: http://t.co/tf2vfRAj,25,38,0,8
2.41E+17,28-08-12 21:01,https://twitter.com/JoeBiden/status/240554679145213952,RT if you agree we don’t need a President whose private-sector experience involved outsourcing U.S. jobs: http://t.co/ySLEQcR7,39,377,0,33
2.41E+17,28-08-12 22:09,https://twitter.com/JoeBiden/status/240571804073197568,President Obama is fighting for small businesses right here in the U.S.: http://t.co/9Tik37Dh,25,89,0,21
2.41E+17,29-08-12 21:20,https://twitter.com/JoeBiden/status/240921953723092992,"Ohio, get fired up—VP Biden is holding a grassroots event in Lordstown on Friday. Follow @OFA_OH for the latest!",13,50,0,6
2.41E+17,29-08-12 22:50,https://twitter.com/JoeBiden/status/240944664457396227,Growing this campaign from the ground up—talking to voters about the issues that matter most to them—is how we win: http://t.co/UAWMgVxT,29,53,0,7
2.41E+17,30-08-12 17:27,https://twitter.com/JoeBiden/status/241225563547787264,"New OFA video: Mitt Romney's ""unshakable"" record. http://t.co/zopDPDKf",13,45,0,13
2.41E+17,30-08-12 22:42,https://twitter.com/JoeBiden/status/241305035022155776,.@BarackObama on how you can prove the cynics wrong one more time: http://t.co/4JLBDOZA,26,61,0,12
2.41E+17,31-08-12 3:00,https://twitter.com/JoeBiden/status/241369926852558849,"VP: “If we win this election, it will be because of what you did in moments like this to help close the spending gap.” http://t.co/WefYTROJ",29,72,0,10
2.42E+17,31-08-12 18:49,https://twitter.com/JoeBiden/status/241608560247730178,VP Biden in Ohio: “They said last night that things weren’t getting better. I guess they don’t know what’s happening here in Lordstown.”,20,36,0,10
2.42E+17,31-08-12 18:55,https://twitter.com/JoeBiden/status/241610063352053760,"“They call their plan new, bold, and gutsy. There’s nothing gutsy about giving another trillion in tax cuts to millionaires.”—VP Biden",50,171,0,37
2.42E+17,31-08-12 19:02,https://twitter.com/JoeBiden/status/241612000713662464,“There’s nothing bold about turning Medicare into a voucher system.”—VP Biden on the Romney-Ryan plan,29,116,0,21
2.42E+17,31-08-12 19:09,https://twitter.com/JoeBiden/status/241613650677358592,“‘Romney was willing to go to extremes to secure a federal bailout’ when Bain Consulting was on the verge of collapse.”—VP Biden in OH,24,112,1,14
2.42E+17,31-08-12 19:18,https://twitter.com/JoeBiden/status/241616063798857728,VP Biden on the Romney-Ryan budget: “Let’s look at how much they value you. They propose making massive cuts in education.”,26,58,0,17
2.42E+17,31-08-12 19:30,https://twitter.com/JoeBiden/status/241619057525280768,VP on Paul Ryan’s false claim about a GM plant closing: “That plant in Janesville actually closed while President Bush was still in office.”,45,92,0,15
2.42E+17,31-08-12 19:41,https://twitter.com/JoeBiden/status/241621758342483968,"VP on the auto rescue that Romney opposed: “200,000 auto workers who’ve been added to the rolls since reorganization would not be working.”",22,70,0,8
2.42E+17,31-08-12 20:22,https://twitter.com/JoeBiden/status/241632047007952896,"On Romney-Ryan: “They talk about extending the Bush tax cuts for the very wealthy—$500 billion of the tax cuts will go to 120,000 families.”",29,99,0,11
2.42E+17,31-08-12 21:11,https://twitter.com/JoeBiden/status/241644306513940480,Vice President Biden in Ohio: “This is no time to go back. We have to continue to move forward.”,28,70,0,11
2.42E+17,31-08-12 21:52,https://twitter.com/JoeBiden/status/241654702339665920,VP Biden: “We do not think you grow the economy from millionaires down. We know we build it from the middle class out.”,60,124,0,30
2.42E+17,01-09-12 21:53,https://twitter.com/JoeBiden/status/242017247739129856,"Lordstown, Ohio welcomes the VP: http://t.co/vwdhmxAE",13,42,0,17
2.42E+17,01-09-12 23:00,https://twitter.com/JoeBiden/status/242034111328444416,".@BarackObama on the GOP convention: ""They talked a lot about me. But they didn't say much about you."" http://t.co/Gs6Fx940",32,242,0,25
2.42E+17,02-09-12 0:05,https://twitter.com/JoeBiden/status/242050649607512065,RT if you’re ridin’ with Biden: http://t.co/R7Alb7jU,83,784,0,91
2.42E+17,02-09-12 17:01,https://twitter.com/JoeBiden/status/242306251189534720,"VIDEO: In Iowa, @BarackObama offers his thoughts on the Republican convention: http://t.co/Gs6Fx940",27,54,0,16
2.43E+17,03-09-12 16:05,https://twitter.com/JoeBiden/status/242654458323038210,To the more than 3 million Americans who have given to this campaign: Thank you. http://t.co/yQdPOG96,29,55,0,19
2.43E+17,03-09-12 17:25,https://twitter.com/JoeBiden/status/242674792078127104,VIDEO: VP Biden talks about the basic choice on Medicare between @BarackObama and Mitt Romney. http://t.co/Fp15MPx5,8,55,0,16
2.43E+17,03-09-12 19:31,https://twitter.com/JoeBiden/status/242706382229479424,"Check out highlights from the VP’s visit to York, Pennsylvania yesterday: http://t.co/rz8gpYGl",5,36,0,6
2.43E+17,04-09-12 17:41,https://twitter.com/JoeBiden/status/243041025738813440,"The VP took the stage in York, Pennsylvania with his grandson and son on Sunday. http://t.co/m8Yxk7sm",12,40,0,19
2.43E+17,04-09-12 18:36,https://twitter.com/JoeBiden/status/243055024647839745,Cheer on VP Biden and President Obama Thursday night at a #DNC2012 watch party near you: http://t.co/AZO3CkDQ,17,44,0,8
2.43E+17,04-09-12 19:40,https://twitter.com/JoeBiden/status/243071051607707648,"VP in Detroit yesterday: “Much of what they told you at their convention is simply, as they say in my old neighborhood, not on the level.”",18,38,0,11
