Tweet,Popularity
Today is this campaign’s biggest fundraising deadline yet. Donate $5 before midnight: http://t.co/8u55liK8,0
Wondering how to get involved with #Obama2012? There’s an app for that: http://t.co/0ROZ4fUq,0
"“Women everywhere are counting on us, and they can't wait any longer.”—VP Biden: http://t.co/6bZd3W73",0
"Attention, Iowans—in just 56 days, you can cast your vote for President Obama. Commit to vote now (cc @OFA_IA): http://t.co/VggEXv9Z",0
Mitt Romney’s tax plan would raise taxes on the average middle-class family—find out how it would affect yours: http://t.co/g66GTbmN,0
A photo that makes us smile: Dr. Jill Biden welcomes a young visitor to the Naval Observatory. http://t.co/M0jjE0MP,0
RT this if you agree with VP Biden that Congress needs to reauthorize the Violence Against Women Act: http://t.co/npy4Jtug,0
President @BarackObama turns 51 tomorrow—join the First Lady and sign his birthday card: http://t.co/U1VQRjdu,0
See how middle-class families in your state would fare under Mitt Romney’s tax plan: http://t.co/76IK2IKl,0
Happy birthday to a great President and a wonderful friend. –Joe,0
"""We're going to keep our commitment to American veterans no matter what happens.”—VP Biden today: http://t.co/ITeIPO99",0
Ohioans—including servicemembers and vets who served our country—shouldn’t have to endure shameful attempts to restrict their voting rights.,0
"Dining local in Independence, Iowa: http://t.co/1vJByEqz",0
Get the facts on the President’s fight to protect early voting in Ohio: http://t.co/sFHz0K3C,0
What would your family pay in taxes if Mitt Romney were president? Find out: http://t.co/iyivUHqz,0
VIDEO: Deputy Campaign Manager @stefcutter explains Mitt Romney’s tax plan. http://t.co/nZB9kK0A,0
Introducing the Obama Classic—your chance to join President Obama and a who’s-who of basketball greats: http://t.co/0cirVbNI,0
"On this date in 2009, Sonia Sotomayor was sworn in as the Supreme Court’s 111th justice: http://t.co/gPKSurNJ",0
RT if you’re on the left: http://t.co/vadCsddR,1
VIDEO: See how Mitt Romney’s pledge to “get rid of” Planned Parenthood would impact women’s health care. http://t.co/mXSu2idl,0
"VP Biden called Paul Ryan this morning to wish him well, saying he's looking forward to engaging him on the choice voters face in November.",0
Get the facts about Romney-Ryan and RT to spread the word: http://t.co/srR2ondM,0
"Now that we know who's on both teams, stand with Obama-Biden: http://t.co/Iss4b1Or",0
Worth a read—writer George Saunders on why the President’s support for the Violence Against Women Act earned his vote: http://t.co/q5nub0es,0
The Vice President is visiting North Carolina and Virginia this week. Follow @OFA_NC and @OFA_VA for the latest.,0
We're launching Catholics for Obama today—join us here: http://t.co/Vu6uscL3 http://t.co/ka3FsJuc,0
"VP Biden visited the Basilica of Our Lady of Guadalupe, the most holy Roman Catholic site in Mexico, this March: http://t.co/yNkHrR16",0
"Supporters were fired up for Joe in Durham, NC today: http://t.co/1VjMCzsL",0
"VP Biden in Durham, NC on the contrast between President Obama and Romney-Ryan: “It comes down to a fundamentally different set of values.”",0
"VP Biden: “We cut taxes for middle-class people over these four years by $3,600. We provided 18 tax cuts to grow small business.”",0
"VP Biden on Paul Ryan: “He proposed privatizing Social Security, a proposal that even the Bush administration rejected as ‘irresponsible.’”",0
"“We offer a stark alternative to the Ryan vision and the Romney vision, and it all rests on a growing, prosperous middle class.”—VP Biden",0
VP in NC: “We see an America where my granddaughters have every single solitary opportunity my grandson has—every single one.”,0
“We see an America where we maintain our sacred obligation of keeping faith with veterans—not cutting their benefits.”—VP Biden,0
"VP Biden called a surprise huddle at a high school football practice in Danville, VA yesterday: http://t.co/6R5NPYLt http://t.co/NqL5yGNp",0
"Photo of the day: Thanking first responders in Durham, NC. http://t.co/jIRMuygz",0
"From firefighters to football players, the VP met some friendly North Carolinians and Virginians yesterday: http://t.co/7wDLLV2c",0
VP Biden on the GOP budget: “They refer to it as ‘bold’ and ‘gutsy.’ I don’t get what’s gutsy about giving millionaires another tax break.”,0
"VP: “We think the way you rebuild this country is you grow it from the middle class out, the old-fashioned way, not from millionaires down.”",0
"“In spite of Gov. Romney’s pleas, we still went out and rescued the automobile industry.  We saved a million jobs.”—VP Biden in Virginia",0
VP Biden on Pell Grants: “We expanded by 3 million people the number of kids from working-class families who get a grant to attend college.”,0
VP in VA: “We're going to give a tax break to any company who unbolts their factory stuff in Singapore and brings it back to Danville.”,0
"“The President and I have a very different vision for America. It rests on a growing, prosperous middle class, a fair tax code.”—VP Biden",0
"VP in Blacksburg, VA: “To paraphrase President Clinton, Gov. Romney’s proposals on the economy are George Bush’s proposals on steroids.”",0
“We don’t think you grow the economy from millionaires down. We think you grow it from the middle class out.”—VP Biden,0
"VP: “We expanded from 6 million to 9 million students, tens of thousands here in Virginia who are going to college on a Pell Grant now.”",0
"“We've cut taxes, over the initial resistance of our Republican friends, for middle-class people by $3,600.”—VP Biden",0
"VP: “We've strengthened Medicare to extend its life by 8 years, made reforms that have saved seniors hundreds on their prescription drugs.”",0
VP Biden: “You don't have to worry about Barack Obama fundamentally flopping and flipping on important issues of the day.”,0
Smiles on the road in Virginia: http://t.co/8mOC0pD9,0
"Keep your beverages frosty for the last few weeks of summer with the VP’s “Cheers, Champ” can holder: http://t.co/WnAIQxPc",0
“A story to tell: Coffee with Joe Biden.” http://t.co/nfmEGcmm,0
Virginia for Obama-Biden: http://t.co/iQ5Zd4AG,0
Deputy Campaign Manager @stefcutter fact-checks Mitt Romney’s Medicare claims: http://t.co/umRguwLb,0
Our solemn obligation: http://t.co/x5ejN90y,0
"""We've come too far to turn back now. We've got too much work to do."" http://t.co/n6vhwF3n",0
The VP is heading to Minnesota and Michigan tomorrow and Wednesday. Follow @OFA_MN and @OFA_MI for the latest!,0
“Best contest ever”: http://t.co/k153ONaJ,0
"Go to the Democratic convention, meet the President, and spend time with the First Lady—airfare’s on us: http://t.co/mN9I4u8Y",0
MT @adamsmithtimes: Obama campaign confirms Joe Biden in Fla next week during GOP convention,0
VIDEO: VP Biden on how President Obama—unlike Mitt Romney—has stood up to China when American jobs are on the line. http://t.co/aBZrWVID,0
VP Biden on the Romney-Ryan economic plan: “There’s overwhelming evidence that their policies will not grow the economy.”,0
VP in MN: “We know the way to grow the economy is the way we always have—from the middle class out. That’s how we’ve always done it.”,0
"“We rescued the automobile industry, saving a million jobs and creating 200,000 brand-new, good-paying jobs.”—VP Biden",0
“We expanded the number of children able to attend college—6 million to 9 million just since we've come to office—because of Pell Grants.”,0
VP Biden on the Romney-Ryan plan today: “They call it new and gutsy. But I say there’s nothing new about giving a millionaire a tax break.”,0
"“There's nothing bold about cutting Medicaid, Medicare, education, and research and development.”—VP on the Romney-Ryan economic plan",0
“A job is about a lot more than a paycheck. It’s about your dignity. It is about your place in the community.”—VP Biden in Detroit today,0
"VP: “My mom used to say, children tend to become that which you expect of them. We expect a lot of you because you are capable of a lot.”",0
Vice President Biden: “I am absolutely certain we will rebuild this country stronger than it was before.”,0
Four more years: http://t.co/0KRZ8pTY,0
Calculate your savings on college costs thanks to President Obama’s policies: http://t.co/9KSsMR2b,0
Olympic champion boxer Claressa Shields gave VP Biden a gold-medal show of support in Detroit this week: http://t.co/0QWT1qpI,0
“The Vice President called my phone bank!”  http://t.co/SwTPW34Y,0
VP Biden and @EvaLongoria will speak to supporters in Orlando next week about the important choice Latino voters face this fall.,0
“There’s no quit in America.”—VP Biden in Minnesota this week: http://t.co/m2c4iTE2,0
“This is how we could lose the election.” http://t.co/FFKkUg64,0
Help win this election—donate $5 today: http://t.co/0qGlDRTE,0
Mitt Romney’s “convention reinvention”: http://t.co/tf2vfRAj,0
RT if you agree we don’t need a President whose private-sector experience involved outsourcing U.S. jobs: http://t.co/ySLEQcR7,0
President Obama is fighting for small businesses right here in the U.S.: http://t.co/9Tik37Dh,0
"Ohio, get fired up—VP Biden is holding a grassroots event in Lordstown on Friday. Follow @OFA_OH for the latest!",0
Growing this campaign from the ground up—talking to voters about the issues that matter most to them—is how we win: http://t.co/UAWMgVxT,0
"New OFA video: Mitt Romney's ""unshakable"" record. http://t.co/zopDPDKf",0
.@BarackObama on how you can prove the cynics wrong one more time: http://t.co/4JLBDOZA,0
"VP: “If we win this election, it will be because of what you did in moments like this to help close the spending gap.” http://t.co/WefYTROJ",0
VP Biden in Ohio: “They said last night that things weren’t getting better. I guess they don’t know what’s happening here in Lordstown.”,0
"“They call their plan new, bold, and gutsy. There’s nothing gutsy about giving another trillion in tax cuts to millionaires.”—VP Biden",0
“There’s nothing bold about turning Medicare into a voucher system.”—VP Biden on the Romney-Ryan plan,0
“‘Romney was willing to go to extremes to secure a federal bailout’ when Bain Consulting was on the verge of collapse.”—VP Biden in OH,0
VP Biden on the Romney-Ryan budget: “Let’s look at how much they value you. They propose making massive cuts in education.”,0
VP on Paul Ryan’s false claim about a GM plant closing: “That plant in Janesville actually closed while President Bush was still in office.”,0
"VP on the auto rescue that Romney opposed: “200,000 auto workers who’ve been added to the rolls since reorganization would not be working.”",0
"On Romney-Ryan: “They talk about extending the Bush tax cuts for the very wealthy—$500 billion of the tax cuts will go to 120,000 families.”",0
Vice President Biden in Ohio: “This is no time to go back. We have to continue to move forward.”,0
VP Biden: “We do not think you grow the economy from millionaires down. We know we build it from the middle class out.”,0
"Lordstown, Ohio welcomes the VP: http://t.co/vwdhmxAE",0
".@BarackObama on the GOP convention: ""They talked a lot about me. But they didn't say much about you."" http://t.co/Gs6Fx940",0
RT if you’re ridin’ with Biden: http://t.co/R7Alb7jU,0
"VIDEO: In Iowa, @BarackObama offers his thoughts on the Republican convention: http://t.co/Gs6Fx940",0
To the more than 3 million Americans who have given to this campaign: Thank you. http://t.co/yQdPOG96,0
VIDEO: VP Biden talks about the basic choice on Medicare between @BarackObama and Mitt Romney. http://t.co/Fp15MPx5,0
"Check out highlights from the VP’s visit to York, Pennsylvania yesterday: http://t.co/rz8gpYGl",0
"The VP took the stage in York, Pennsylvania with his grandson and son on Sunday. http://t.co/m8Yxk7sm",0
Cheer on VP Biden and President Obama Thursday night at a #DNC2012 watch party near you: http://t.co/AZO3CkDQ,0
"VP in Detroit yesterday: “Much of what they told you at their convention is simply, as they say in my old neighborhood, not on the level.”",0
“You’re the reason why the automobile industry is back.”—VP Biden at an AFL-CIO labor rally in Detroit yesterday,0
"“Because of you and your productivity, the combined auto companies have committed to invest another $23 billion in expansion in America.”",0
VP Biden: “The President and I are determined to replace the word ‘outsourcing’ for our children’s generation with the word ‘insourcing.’”,0
"“‘Right to work’ means the right to work for less, not for what you deserve. That's not going to happen as long as we’re here.”—VP Biden",0
"VP Biden: “While we’re talking about making sure we protect Medicare, they're talking about creating an entire new system—voucher-care.”",0
"“It’s simple, folks. We’re for Medicare; they're for voucher-care. And if they win, people are in trouble.”—VP Biden",0
"“Let me make something clear and say it to the press, America is better off today.”—Vice President Biden in Detroit",0
"VP to union workers in MI: “We know who built this country, and we know who is going to rebuild it. It’s you. We should be thanking you.”",0
A moving tribute to the late Sen. Ted Kennedy: http://t.co/gLTmRSbq,0
Jill and I are looking forward to hearing from our amazing First Lady tonight—we think she's going to knock it out of the park. –Joe,0
VP Biden. Kal Penn. Coming tomorrow to a livestream near you: http://t.co/tCyxRWnk,0
San Antonio Mayor Julian Castro knocked it out of the park at #DNC2012 last night. Take a look: http://t.co/nMmsVVZ8,0
"If #DNC2012 has you fired up, do something about it: Commit to vote today. http://t.co/NCvfPZlA",0
"""Barack knows the American dream because he's lived it."" Watch @MichelleObama's debut at the DNC last night: http://t.co/2nS29P5D",0
Couldn’t make it to Charlotte? Catch VP Biden and President Obama’s speeches at a neighborhood watch party tomorrow: http://t.co/TsgD4HU9,0
Get to know the 5 key points of the Democratic Party platform in 1 RT-friendly graphic: http://t.co/LiIAH4Es,0
President Bill Clinton is explaining why we should vote Obama-Biden on Nov. 6. Watch it live: http://t.co/OtrOhNSl,0
RT if you’re excited for VP Biden’s speech at 9:35pm ET: http://t.co/c0GFICkV,0
Catch up on all the great speeches and stories from #DNC2012 so far: http://t.co/gCk95mLj,0
"Before @BarackObama takes the stage tonight, watch his brother-in-law Craig relive another DNC speech: http://t.co/dn4w3Cqc",0
We’ll be live-tweeting the VP’s speech on @Obama2012—follow along for the latest.,0
“The middle class wasn’t a number—it wasn’t a net worth. It was more of a value set.”—VP Biden on his upbringing: http://t.co/DIluIKhV,0
Pitch in $5 now to make sure this campaign stays strong all the way to a win in November: http://t.co/4csG0eNG,0
".@BarackObama, @MichelleObama, VP Biden, and Dr. Jill Biden—together again on the campaign trail! Follow @OFA_NH and @OFA_IA for the latest.",0
"If you’re in for four more years, stand with President Obama and Vice President Biden today: http://t.co/6rYtfyov",0
"After a great #DNC2012, it’s time to register voters and win this thing—find a weekend of action event near you: http://t.co/4KYvxfrB",0
VP Biden spoke from the heart last night—watch his speech and get inspired all over again: http://t.co/BOZFXUY3,0
President Obama laid out a plan to restore the promise of middle class security last night: http://t.co/S59rpAWJ,0
Pitch in $5 to the President and Vice President who are working to strengthen the middle class every day: http://t.co/fa8OPwYu,0
"We’re kicking off the biggest weekend of action yet, and chances are there’s an event near you. Get out there: http://t.co/0qkmeLJW",0
"More than 700,000 grassroots donations—and counting—to help re-elect President Obama and Vice President Biden: http://t.co/qy9uBR7J",0
Back in action: http://t.co/vJAnKCtx,0
"“It's never been a good bet to bet against America!”—VP Biden in Zanesville, OH http://t.co/j4u404Wb",0
RT if you agree with VP Biden: http://t.co/UL2DD2S9,0
"It was peach pie and motorcycle talk for the VP at Cruisers Diner in Seaman, Ohio yesterday: http://t.co/mASs8rG0",0
VP Biden swung through Ohio this weekend—and supporters greeted him warmly at every stop: http://t.co/0YR8B6Se,0
"Pick out your favorite bumper sticker, and we’ll send it to you for free: http://t.co/pyRts2NW",0
"“My personal prayer for all of you is that in every succeeding year, you’re able to sing more than you weep.”—Vice President Biden",0
"VP: “Our President knows creating jobs here in America, keeping jobs here, and bringing jobs back to America—that's the job of a President.”",0
“We’ve set a goal—and we will accomplish it—of creating 1 million new manufacturing jobs by 2016.”—Vice President Biden,0
"VP Biden: “We've increased benefits for Medicare recipients, and in addition, we've extended the solvency of this system to the year 2024.”",0
"“We have a lot of obligations—only one truly sacred one, and that is to equip those we send to war &amp; care for those who come home from war.”",0
"“Like generations before us, you didn’t lose faith. You fought back. You didn’t give up, you got up.”—VP Biden",0
President Obama on the values and faith that guide him—and our country—through difficult times: http://t.co/v2wAULSt,0
"Eau Claire, WI welcomed VP Biden with flair today: http://t.co/WrDY5Q4r",0
"VP: “The President &amp; I have a fundamentally different vision than Gov. Romney &amp; Congressman Ryan, and a different value set that guides us.”",0
“The President &amp; I know neither one of us would be standing where we are today were it not for help we received in scholarships and loans.”,0
VP in WI: “6 out of every 10 jobs in the next 10 years are going to require a degree or certificate beyond high school—we must be prepared.”,0
"“The Romney-Ryan budget calls for massive cuts in elementary and secondary education.”—VP Biden in Eau Claire, WI",0
"VP Biden on Romney-Ryan: “To them, it doesn’t matter much where American companies put their money or where they create jobs.”",0
VP on the GOP: “What they're proposing will not extend the life of Medicare. It will actually put the trust fund in jeopardy in 2016.”,0
VP Biden on Romney-Ryan: “They are not for Medicare. They are for a plan called Vouchercare.”,0
"“Our plan focuses first on education—100,000 new science and math teachers in the next 10 years.”—VP Biden in Eau Claire, WI",0
"“We see a future where America leads not only by the example of our power, but by the power of our example.”—VP Biden",0
VP Biden in WI: “America is coming back. We’re not going back. We’re going forward.”,0
"Dr. Jill Biden is hitting the campaign trail with stops in Minnesota, Michigan &amp; Pennsylvania—we’ll be covering all the action right here.",0
"Dr. Biden in MN: “I’m proud of this administration because I know that every single day, President Obama &amp; my husband are fighting for you.”",0
“Barack and Joe are working hard to invest in education and make it easier for young people to afford college.”—Dr. Jill Biden in MN,0
Dr. Biden on POTUS and VPOTUS: “They doubled funding for Pell Grants and fought to make sure that student loan interest rates didn’t go up.”,0
Dr. Biden: “Community colleges are a cornerstone of our education policies.”,0
“The President has a plan to train 2 million workers through partnerships between businesses and community colleges.” #DrBiden2012,0
"Dr. B: “Every day, Barack and Joe are working so that every single American has an opportunity to provide for themselves &amp; their families.”",0
“You can find out all the information you need at our websites: http://t.co/sdY1NV9E and http://t.co/ySGMlxjt.”—Dr. Biden,0
"Go backstage with VP Biden, President Obama, and the First Lady at #DNC2012: http://t.co/y6HCULSI",0
"In case you missed it, VP Biden rallied students in Eau Claire, Wisconsin yesterday: http://t.co/mFqjvKrd",0
“This election is personal to me. And it’s not just because my husband’s name is on the ballot.”—Dr. Jill Biden in MI,0
Dr. Biden: “So many issues I care deeply about are all at stake here in 2012.’,0
"“Like most teachers, it isn’t just what I do—it is who I am.”—Dr. Jill Biden in Michigan",0
Dr. Biden on POTUS &amp; VPOTUS: “They are giving students the right to repay their loans at a fixed percentage of their income.”,0
“They’re making smart investments to raise standards for teaching and learning in our public schools.”—Dr. Biden on POTUS &amp; VPOTUS,0
Dr. Jill Biden on President Obama: “He implemented and expanded the G.I. Bill and signed tax cuts for businesses who hire veterans.”,0
“He’s directed his entire administration to make the needs of military families a priority.”—Dr. Biden on President Obama,0
“I know that our President and Vice President are fighting for the values that have always made our country so great.” #DrBiden2012,0
"Dr. Jill Biden: “At the end of the day, it’s not Barack or Joe alone that are going to move this country forward. It’s you.”",0
“I’m in love with a teacher”: http://t.co/LpuLBtnD,0
"“I’ve seen firsthand how Barack and Joe stand up for the rights and freedoms of women every day.”—Dr. Biden in Pittsburgh, PA",0
Dr. Jill Biden: “Barack is the son of a single mother who worked hard to pay the bills.”,0
Dr. Biden on VP Biden: “He always says his proudest accomplishment was pushing for and passing the Violence Against Women Act.”,0
“It’s no surprise that the very first bill the President signed helped make it easier for women to earn the same pay as men.”—Dr. Biden,0
Dr. B: “The President has appointed more women to cabinet-level positions &amp; more women to the federal bench in his 1st term than anyone.”,0
“Now insurance companies will no longer be able to charge us more for our coverage just because we’re women.”—Dr. Biden in PA,0
"“For women of my generation, we know we can’t go back and refight those same battles that we fought years or decades ago.”—Dr. Biden",0
Dr. Biden in Pittsburgh: “We’ve got to realize how far we’ve come—and we’ve got to do our part to keep moving forward.” #Women2012,0
Dr. Biden: “That means talking to all the women in your lives—ask them who they trust to stand up for women &amp; to keep expanding our rights.”,0
"“From now until Election Day, I want to ask for everything you’ve got to help support President Obama and my husband.”—Dr. Biden in PA",0
Join Dr. Jill Biden as a woman for Obama: http://t.co/kszOwwe9,0
Just a few ways President Obama is moving this country forward: http://t.co/mp5MWqZJ,0
50 days left till the election—sign up to make a difference now: http://t.co/O7r8tR7Q,0
VP in Iowa: “Isn’t it great having a President who thinks it matters whether or not there’s still an auto industry in the United States?”,0
VP on Romney (1/2): “He called the President a protectionist for stepping up and stopping an unfair surge of Chinese automobile tires.”,0
"VP on Romney (2/2): “The President won that case. As a consequence, 1,000 workers are making tires in this country and earning a good wage.”",0
"On Romney’s jobs plan: “It will create 800,000 jobs—all of them overseas—and we’re being lectured by this guy about getting tough on China?”",0
"“President Obama understands that creating jobs here, keeping jobs here, bringing jobs back to America, that's the job of the President.”",0
VP Biden in IA: “The President has brought more trade cases against China in one term than the Bush administration did in eight years.”,0
VP Biden on Romney: “He is totally out of touch with the reality of what ordinary Americans deal with every day. He does not get it.”,0
VP: “The President and I have a different way forward. We know the way to create jobs is the old-fashioned way—from the middle out.”,0
“I don't live in a country that's dependent or declining. There is no give-up anywhere in America.”—VP Biden,0
VP in Iowa: “It's time to stand up for the middle class.  And you can start moving in that direction in 10 days when early voting starts.”,0
Watch Gloria’s story—it’s powerful stuff: http://t.co/K5bHn04D,0
Pumpkin time means it’s voting season in the Hawkeye State: http://t.co/eUhTy0uv,0
Join Americans of faith who are supporting @BarackObama: http://t.co/ED4u9a0Q,0
"PHOTOS: With just eight days to go until early voting starts in Iowa, VP Biden found folks fired up and ready to go. http://t.co/aHUBmbgV",0
Pass it on: http://t.co/CMqZ5hj2,0
Check out the highlights from Dr. Jill Biden’s trip to colleges in Minnesota and Pennsylvania last week: http://t.co/WUrFsJrE,0
"Grabbing a bite in Muscatine, Iowa: http://t.co/5FWSbVTm",0
You've got to get involved—we've got the last Dinner with Barack of this campaign coming up: http://t.co/vXv9T3y7,0
"One year ago today, President Obama ended “Don’t Ask, Don’t Tell"": http://t.co/dkTgYnwz",0
How the Bidens do fall (with a 36-pound pumpkin): http://t.co/qvCfv0lZ,0
VP Biden: “The President and I have a fundamentally different vision for this country and a fundamentally different value set.”,0
VP Biden stands up for the 47% of Americans who Romney wrote off this week: http://t.co/rcJ8dPWi,0
“Jill has an expression: Any nation that out-educates us will out-compete us. It means we must be the best-educated nation in the world.”,0
“We capped student loan repayments at 10 percent of your disposable income. It matters in what you’ll be able to do.”—VP Biden,0
VP Biden: “We’ve invested in early education to eliminate the achievement gap before kids hit second grade.”,0
“We are certain we will meet the goal in this country of once again having the highest percentage of college graduates by 2020.” #VPinNH,0
“I believe he genuinely believes that nearly half this country is made up of people who see themselves as victims.”—VP Biden on Romney,0
"VP on Romney’s 47% comment: “Let’s take a look at the people who they think he has no responsibility toward, or who are dependent.”",0
"Among those Romney disdained: “The 78-year-old widow living on Social Security and Medicare, which she worked her whole life to earn.”",0
Written off by Romney: “The 63-year-old Vietnam War veteran who goes to the VA hospital once a week to get help and treatment.”,0
"Written off by Romney: “9 million children, young adults from working-class families, who are in college because of Pell Grants.”",0
"“We see a future where everyone—everyone, rich and poor—does their part and has a part.”—VP Biden",0
"“This is not a country of victims. This is a country where when people get knocked down, they get back up.” #VPinNH",0
"Grins in Dartmouth, New Hampshire: http://t.co/wIGxlMqI",0
Touchdown Joe: http://t.co/sYgvdnlh,0
Connect with the campaign on Facebook and get a free Obama-Biden car magnet! http://t.co/ZLohF0cE,0
Check out some highlights from the VP’s trip to New Hampshire—then commit to vote: http://t.co/ED5yteKU,0
"Before voting even starts, Romney’s already written off half the country. Be part of the team that fights for everyone: http://t.co/invfbJhl",0
Get a free Obama-Biden car magnet in 3 easy steps: http://t.co/HWfU18jM http://t.co/5dbukpXt,0
A favorite Joe photo: http://t.co/0GWBE8aa,0
"Don't wonder ""what if""—give Dinner with Barack a shot before this great campaign tradition comes to an end. http://t.co/56XISaZB",0
"“We put forward a concrete plan to cut the debt by $4 trillion in the next 10 years.”—Vice President Biden in Chesterfield, VA",0
VP on the GOP: “They say they care about the middle class. Isn’t it amazing how they discovered the middle class at their convention?”,0
On Romney-Ryan: “Their budget calls for massive cuts to education. They cut $4.9 billion in 1 year out of elementary &amp; secondary education.”,0
"“They turn Medicare into a voucher system, and they put insurance companies back in control of your health.”—VP Biden on Romney-Ryan",0
"“Instead of attacking folks who work for a living and pay their way, Romney should be respecting their hard work.”—VP Biden",0
VP: “We do not think it creates a culture of dependency when a 79-year-old widow living alone has access to Medicare and Social Security.”,0
“We don’t think it is a culture of dependency when a 27-year-old couple with a couple of kids gets a child care tax credit.”—VP Biden,0
VP: “How could Gov. Romney and Congressman Ryan have such a profound misunderstanding of who the American people are?”,0
"“We owe those of you who served, we owe the families of those who have served, an incredible debt.”—VP Biden in Virginia",0
"VP: “I’ve got news for Gov. Romney and Congressman Ryan: Gentlemen, it has never, ever been a good bet to bet against the American people.”",0
"Registering to vote takes less than 5 minutes. Do it today, then spread the word: http://t.co/UCLAXnZn",0
The choice on women’s health couldn’t be clearer: http://t.co/VUBolMN0,0
"Fired up, ready for Joe in Chesterfield, VA: http://t.co/fXptjksG",0
The best thing you’ll read today: http://t.co/mqiZ0OII,0
40 days. Let’s do this thing. http://t.co/ki0Nga0r http://t.co/t7BjtPis,0
VIDEO: President Obama’s plan for creating jobs and strengthening the middle class. http://t.co/YShaaNzK,0
VP Biden is in Florida today to talk about the stark choice on Social Security in this election. Get the facts: http://t.co/vHOF5odq,0
Mitt Romney’s tax plan could lead to higher costs for seniors—send an eCard to spread the word: http://t.co/oSKjWAY0,0
VP Biden on Romney’s plan: “The average senior would have to pay $460 more in taxes for their Social Security.” http://t.co/sPE9uPUq,0
VP Biden: “Just look at the facts. President Obama has increased the benefits available to people on Medicare today by the action he took.”,0
“The action that the President took with regard to Medicare has made the system solvent … through 2024.”—VP Biden in Florida,0
"VP on the Romney-Ryan Medicare plan: “You’d have to reach into your pocket and come up with another $6,400 a year.”",0
"VP Biden: “My dad used to say, Joey, I don’t expect the government to solve my problems, but I do expect them to understand my problems.”",0
"VP in FL: “The American people are so much better, so much stronger, take so much more responsibility than these guys give them credit for.”",0
“I’ve got news for Governor Romney and Congressman Ryan: America and Americans are neither dependent nor are we in decline.”—VP Biden,0
Just 6 weekends left till Election Day—get out there for a Weekend of Action event near you: http://t.co/E1I94P9w,0
Make sure your grandparents know: Romney could raise taxes on their Social Security benefits. http://t.co/Wcbui1Cu,0
"VP Biden stood up for protecting Social Security and Medicare in Tamarac, Florida yesterday: http://t.co/7iQNokQs",0
RT if you agree that Social Security should be protected—not written off as a Ponzi scheme: http://t.co/n8XWro0f,0
"One-on-one in Boca Raton, FL: http://t.co/2YCJu5Sm",0
Pitch in $5 before midnight to power this campaign when it matters most: http://t.co/i0uIDXwL http://t.co/YqZG2c5Y,0
"“Hello, this is Joe”: http://t.co/NMFORWaU",0
Thanks to everyone who pitched in to help this campaign start strong in October: http://t.co/TEo7qX79,0
Cheer on President Obama in Wednesday’s first debate at a supporter watch party in your neighborhood: http://t.co/WhoxtXhC,0
"Bonus! After the debate, VP Biden will speak to supporters at watch parties. Don't miss it: http://t.co/XFRhrk3y",0
VP Biden got a sunny welcome in the Sunshine State over the weekend: http://t.co/ek99R0By,0
Don’t forget to RSVP for a debate watch party near you! http://t.co/PJBBvP8b http://t.co/sHhxjlJL,0
VP Biden made clear in his remarks today that Romney-Ryan would take us back to the failed Bush policies that crashed our economy.,0
President Obama and Vice President Biden have a plan to move the economy forward—check it out: http://t.co/jajClfWp,0
"""The middle class was buried by the policies that Romney and Ryan have supported.""—VP Biden in Asheville, NC",0
"“Under President Obama's leadership, Medicare benefits have actually increased. For prescription drugs, they've increased by $800.”—VP Biden",0
VP Biden on Romney-Ryan: “Their plan would immediately cut benefits for 48 million seniors already on Medicare.”,0
"“They say they value children and the elderly, but their budget slashes 19 million people off of Medicaid.”—VP Biden on Romney-Ryan",0
"VP in NC: “They say they value education, but they make massive cuts in education—in early education, elementary, and secondary education.”",0
"“We've cut taxes for everyone in the middle class—$3,600 for the average family.”—VP Biden in North Carolina",0
“We will fulfill the only truly sacred obligation we have as a nation—to equip those we send to war and care for them when they come home.”,0
"From Carson City to Charlottesville, President Obama’s policies are having positive effects across the country: http://t.co/5udViQtP",0
Be the first to hear from VP Biden after the debate tomorrow night—find a watch party in your community: http://t.co/5UzascjI,0
Happy debate day! There’s still time to find a watch party near you: http://t.co/HoXeY1e2,0
“Keep the faith”: http://t.co/QUdeHeWP http://t.co/mdUnSWcI,0
North Carolina was all smiles for VP Biden yesterday: http://t.co/Zy1CHnmY,0
Livestream coverage of tonight’s debate kicks off at 9pm ET—with a special message from the VP following the debate: http://t.co/R3ZVHaVQ,0
"To Barack: Good luck tonight, and happy anniversary to you and Michelle. –Joe and Jill",0
"Folks, I hope you saw what I saw tonight: President Obama's the choice to move us forward, not back. –Joe",0
"If you’re standing with President Obama tonight, be sure to register to vote. It takes less than 5 minutes: http://t.co/r4DkSsby",0
"Fact check: Rommey's debate performance was ""mostly fictional."" http://t.co/05MftQ2v",0
President Obama has a specific plan for strengthening the middle class—pass it on: http://t.co/U3HgpG46,0
In case you missed it: Check out VP Biden’s take on last night’s debate. http://t.co/5X176iC9,0
"VP in Iowa: “You have early voting in this state. It’s already underway. You don’t have to wait till Election Day, so elect us today.”",0
"“He put forward a clear, specific plan on how to get this country moving forward again.”—VP Biden on President Obama in last night’s debate",0
VP Biden on Romney-Ryan: “They don’t tell you what they are for anymore. And they deliberately misrepresent what they say we are for.”,0
"“Since President Obama has been elected President and changed the law, Medicare recipients have more benefits.”—VP Biden in Iowa",0
VP on Romney: “He didn’t tell you much about his plan. He didn’t say much about what his plan does. And a lot of it just doesn’t add up.”,0
